year,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
загаживать,1.6838861416346163e-09,3.3976128577251075e-09,1.5872436698316505e-09,4.847682699704592e-09,5.408828940289823e-09,5.798042490567923e-09,3.9860488243448344e-09,2.580785807282382e-09,2.4442614598996215e-09,3.341887211405492e-09,4.7150412463281555e-09,7.129820733808856e-09,4.42506431497236e-09,5.4605076016400744e-09,8.67742677712613e-09,9.530393363377243e-09,4.422751498367461e-09,9.638177367321532e-09
загваздать,0.0,8.494032144312769e-10,7.936218349158253e-10,0.0,7.726898565429963e-10,0.0,0.0,0.0,0.0,1.1139623667943965e-09,1.1787603115820389e-09,0.0,2.21253215748618e-09,0.0,0.0,1.1212227812862352e-09,1.769100532733603e-09,0.0
заглохнуть,8.672013507293741e-08,1.2061525467288448e-07,9.206013373841415e-08,1.066490185053226e-07,1.0276774986550663e-07,1.167891383602182e-07,1.1559541235328652e-07,7.613318331323171e-08,9.288193325573957e-08,1.1362416074689463e-07,1.1198223148767283e-07,1.0100579572736024e-07,1.1837047253493438e-07,8.846022581110446e-08,6.749110070813913e-08,1.244557239488131e-07,9.730052852319204e-08,9.901037145709779e-08
загнивание,1.4144643500912935e-07,1.376033225142237e-07,1.1428154778059252e-07,1.4866226649701275e-07,1.7076445146813057e-07,1.83880771942313e-07,1.7239661076473567e-07,1.406528298275589e-07,1.6254338675025792e-07,1.3701736634175177e-07,1.273061087658789e-07,1.0338239775364855e-07,9.735141759392718e-08,1.0811805140065189e-07,8.195347334094549e-08,1.2053145326262893e-07,9.55314263251239e-08,9.725797411874737e-08
загнивать,2.9468006701449667e-08,3.482553267986077e-08,3.730022513082076e-08,4.7668880398532565e-08,6.336056657119116e-08,6.70916335820948e-08,5.181863471648285e-08,5.677728864839082e-08,5.621801335564669e-08,5.6812080373447316e-08,5.6580496732294705e-08,5.3473655725611025e-08,5.420703885761213e-08,4.2591960180971e-08,4.2422975354838854e-08,7.848559135936739e-08,4.068931147571675e-08,4.118130192409808e-08
загнить,1.93646911839096e-08,2.0385677146350645e-08,1.8253302869197796e-08,2.181457148253685e-08,2.6271454345305756e-08,2.319216996227169e-08,2.092675543963196e-08,2.3227071821452228e-08,2.4442615043085425e-08,2.450717140334291e-08,9.430082492656311e-09,1.663624793479812e-08,9.956394819710113e-09,2.7302537120021952e-08,1.4462377961876882e-08,3.4757906774984804e-08,1.7691005993469844e-08,1.0514375148318322e-08
загноение,4.209715243064238e-09,1.6988064288625537e-09,7.936218349158253e-10,4.847682699704592e-09,3.090759426171985e-09,1.6565835370130344e-09,9.965122060862086e-10,2.580785807282382e-09,1.2221307299498108e-09,3.341887211405492e-09,7.072562091536838e-09,0.0,3.3187981252069676e-09,5.4605076016400744e-09,5.784951184750753e-09,5.6061137954088736e-09,1.1499153629301873e-08,1.7523958950604879e-09
загрязнение,4.685413387051085e-06,5.8421951507625636e-06,5.241078724793624e-06,5.258927558315918e-06,5.778174909210065e-06,7.178804935392691e-06,6.80617858961341e-06,7.855912372178864e-06,6.894039415783482e-06,5.589863121713279e-06,5.807752131659072e-06,7.439968157996191e-06,5.313395831763046e-06,5.04441686643986e-06,5.412785867520142e-06,3.5083060083707096e-06,4.2936071622534655e-06,4.423923655849649e-06
загрязненность,3.2078031608762103e-07,3.9582189970133186e-07,3.888746960001299e-07,4.0639739040670975e-07,4.334790162374702e-07,4.944901661474432e-07,4.4045839331374737e-07,4.774453827849356e-07,4.277457605894597e-07,3.34188712258765e-07,3.088352116265014e-07,3.576793403681222e-07,2.7324773554937565e-07,2.3261762294168875e-07,2.246489430035581e-07,1.530469120325506e-07,1.9194740730199555e-07,2.1203990741014422e-07
загрязнитель,5.80940735517288e-08,3.992195019009159e-08,4.2855578641365355e-08,7.109934330173928e-08,8.422319552892077e-08,1.1016280865305816e-07,9.865470929071307e-08,1.2903929302865436e-07,1.2710160035567242e-07,1.3033360346526024e-07,9.547958512712285e-08,1.176420454385152e-07,6.526969542619554e-08,8.5183920361942e-08,9.448753246488195e-08,1.003494389806292e-07,7.695587100897683e-08,8.499119985572179e-08
загрязнить,5.388435653230772e-08,9.258494770847392e-08,6.110887795784947e-08,7.433113324850638e-08,1.0508581738122302e-07,7.620284492304563e-08,7.872446161627522e-08,7.613318331323171e-08,6.721719358893097e-08,6.906566341058351e-08,6.718934031368917e-08,6.416838971290417e-08,5.973836891826068e-08,7.317080275015542e-08,7.134772772587894e-08,7.568253579393058e-08,5.661121704747529e-08,4.819088772478608e-08
загрязнять,1.0608482625684701e-07,1.4949496573990473e-07,1.3809020060762123e-07,1.5916558027129213e-07,2.039901261241539e-07,1.7891102288558614e-07,1.4648729518285108e-07,1.716222612913043e-07,1.3076798666133982e-07,1.314475639446755e-07,1.320211566735452e-07,1.521028423212556e-07,1.0841407771522427e-07,1.212232660918744e-07,1.3208972404754604e-07,1.1604655725250268e-07,1.0349238266371685e-07,1.0689615237424732e-07
загубить,2.7868316010426497e-07,2.0810378487112757e-07,3.047507846076769e-07,3.336821521315869e-07,3.6316421869742044e-07,3.528522825035907e-07,3.0692575592183857e-07,3.10984688667304e-07,3.397523471448949e-07,3.163653161664115e-07,3.3830420420599694e-07,3.255951526170975e-07,2.7988531314804277e-07,3.3090677220570797e-07,2.863550889742328e-07,3.324425676964893e-07,2.7774879640674044e-07,3.0141208640088735e-07
задевать,2.3574405361159734e-07,2.6331500180276635e-07,3.015763070379762e-07,3.1509935638496245e-07,3.1293939173338003e-07,3.2137720040736895e-07,3.607374310377054e-07,3.3679253874652204e-07,3.580842928840866e-07,3.7429134636113304e-07,3.901696743469074e-07,3.6956237181584584e-07,3.374111656739842e-07,3.221699387268018e-07,3.268497437147744e-07,4.6923173613322433e-07,3.0428529385062575e-07,3.259456491377932e-07
задержание,6.011473487887997e-07,5.249311811894586e-07,4.849029551223794e-07,5.469801749313774e-07,7.865982638577407e-07,5.4170283192434e-07,7.224713272080407e-07,7.548798635070852e-07,9.214865599460609e-07,8.878279800228484e-07,1.189369186249678e-06,1.358230861114862e-06,1.303181420553301e-06,1.2056800642312737e-06,1.391280761708913e-06,1.2226934131831513e-06,1.400243036187021e-06,1.4904127283443813e-06
задержка,2.6664336019166512e-06,2.776699147943873e-06,2.6506968424655497e-06,2.5555366391927237e-06,2.493470219633309e-06,2.4915016183513217e-06,2.9646237180713797e-06,2.8285412554396316e-06,2.2291665118245874e-06,2.315927758900216e-06,2.3080126538843615e-06,2.4621647298772587e-06,2.3353277356363833e-06,2.509649220883148e-06,2.257095047752955e-06,2.370825541220256e-06,2.369710273342207e-06,1.95917868950346e-06
задеть,9.353987593385682e-07,9.955006134987343e-07,9.729803878144594e-07,1.0163975048271823e-06,1.1876243206643267e-06,1.1380728892618208e-06,1.116093699238263e-06,1.0581221658867435e-06,1.0791413842525799e-06,1.1440394018791267e-06,1.1445762311268481e-06,1.0647198678270797e-06,1.1261788586125476e-06,1.1532591770446743e-06,1.064430989572429e-06,1.5607421346430783e-06,1.0384619599790312e-06,1.0742186304923962e-06
задним числом,9.324253369413782e-07,9.454309974898933e-07,1.0466152389199124e-06,1.2558789421746042e-06,1.6186747870960971e-06,1.6022602267184993e-06,1.5855198398639914e-06,1.5185178199317306e-06,1.519657075732539e-06,1.5935081592033384e-06,1.8315193983653444e-06,1.7458007732784608e-06,1.650975377742725e-06,1.623905404812831e-06,1.6364638213417493e-06,1.538121978228446e-06,1.590926103745005e-06,1.6023055877667503e-06
задолжник,8.419430708173081e-10,8.494032144312769e-10,7.936218349158253e-10,1.6158941962274298e-09,5.408828940289823e-09,1.6565835370130344e-09,2.989536618258626e-09,1.290392903641191e-09,2.4442614598996215e-09,4.455849467177586e-09,3.536281045768419e-09,2.3766069112696186e-09,3.3187981252069676e-09,1.0921015203280149e-09,1.5426536492668674e-08,2.8030568977044368e-09,2.6536508546115556e-09,3.5047917901209757e-09
задохнуться,2.3490211731314048e-07,2.5736918018992583e-07,2.47610017822808e-07,3.1671527267462807e-07,3.1989358717510186e-07,2.990133225466707e-07,2.8599899337677925e-07,3.251790019476175e-07,3.43418747661417e-07,3.49784187392288e-07,3.5127058595207927e-07,3.303483708805288e-07,3.28561014839579e-07,2.850385101282882e-07,2.709285524815641e-07,4.7427724325643794e-07,2.910170451286831e-07,3.057930939576181e-07
задыхаться,3.8055827644711826e-07,3.355142723648896e-07,3.7220863191578246e-07,4.0316561467079737e-07,4.5975045281920757e-07,5.499857138602238e-07,4.374688558073103e-07,4.19377698790413e-07,4.80297387639439e-07,5.191064360587916e-07,4.2553247681098583e-07,4.800746182809235e-07,4.6573802592320135e-07,4.848930643674976e-07,4.338713495144475e-07,7.742043521830055e-07,4.873871830568532e-07,5.318521516528563e-07
заедание,2.9468006701449667e-08,2.123508124896034e-08,2.857038694514813e-08,3.3125832743508e-08,1.6226486820869468e-08,2.4020462063845116e-08,2.889885308832163e-08,2.193668002803406e-08,1.09991766805706e-08,1.5595473357166156e-08,1.296636309433552e-08,1.5447945145297126e-08,1.1062661009475505e-08,1.7473624325248238e-08,1.831901208504405e-08,3.195484765683432e-08,1.3268254051013173e-08,1.4895364941480693e-08
заедать,4.1255209026758166e-08,5.096419286587661e-08,5.952163917299913e-08,6.544371444761055e-08,6.722401479919426e-08,6.129359064743767e-08,8.769307413558636e-08,4.77445389890363e-08,7.57721068112005e-08,7.129359147484138e-08,7.661942191816706e-08,7.723972572648563e-08,6.858849843638382e-08,6.989449730099295e-08,8.966674158727983e-08,1.2613756439350254e-07,8.933957929002645e-08,9.638177544957216e-08
заесть,3.620355215616655e-08,6.200643554166163e-08,4.5236443924068226e-08,5.494040422604485e-08,5.949711834318805e-08,5.5495547712780535e-08,5.779770617664326e-08,4.387336005606812e-08,5.4995883402852996e-08,9.914265319821425e-08,6.60105783367726e-08,5.3473655725611025e-08,6.969476373797079e-08,6.334188640266802e-08,6.459862333940691e-08,9.08190429527167e-08,6.368762228703417e-08,7.447682293104663e-08
заигрывать,2.441634876504395e-07,2.488751533746836e-07,2.9046557870060496e-07,2.916688970344694e-07,2.2253468046073976e-07,2.981850286687404e-07,2.9297459036570217e-07,2.6711131795309484e-07,3.067547993396147e-07,3.2304907904290303e-07,3.359466802521638e-07,3.4817290384125954e-07,2.6107878170478216e-07,3.3418305633858836e-07,3.114232072221057e-07,3.672004709187604e-07,2.989779943618487e-07,2.961548943858361e-07
заика,9.092985209235849e-08,8.918733840346249e-08,1.1586878656544286e-07,1.1472848626681298e-07,1.6226486820869468e-07,1.4826422045643994e-07,9.965121705590718e-08,1.1484496553748613e-07,1.2710160035567242e-07,1.314475639446755e-07,1.6149016346389544e-07,1.4259642000524764e-07,1.2943313265623146e-07,1.1576275937841274e-07,1.2051981457261718e-07,1.6594097473898728e-07,1.1145333189688245e-07,1.2179151553937118e-07
заикание,7.914265154340683e-08,9.68319682215224e-08,8.809202256543358e-08,1.2280796113373071e-07,1.0817657880579645e-07,1.2507206292866613e-07,1.5944195297379338e-07,1.200065469220135e-07,1.9798517314484343e-07,1.9382945026791276e-07,1.8506537458051753e-07,1.3665490428138583e-07,1.073078124136373e-07,1.4415739713058429e-07,1.4173130580275028e-07,2.2088089224325813e-07,1.5568085132144915e-07,1.9276355089914432e-07
заикаться,2.567926458141301e-07,2.5821856297625345e-07,2.6745055947685614e-07,2.8197354140502284e-07,3.562100232556986e-07,3.2137720040736895e-07,3.5774789353126835e-07,3.122750911188632e-07,3.104211998561368e-07,3.5089814787170326e-07,3.500918239751627e-07,3.232185292745271e-07,2.953730415811151e-07,3.2326204291166505e-07,2.921400437116972e-07,5.70702411550883e-07,3.476282586234447e-07,3.828984915799083e-07
закашлять,1.6838861416346163e-09,4.247016072156384e-09,1.5872436698316505e-09,8.079471314204056e-09,3.090759426171985e-09,9.111209564593992e-09,1.2954658679120712e-08,3.871178932968178e-09,8.554914998626373e-09,4.455849467177586e-09,3.536281045768419e-09,3.564910366904428e-09,3.3187981252069676e-09,7.644710642296104e-09,2.8924755923753764e-09,7.287948022849378e-09,8.845502663668015e-10,6.133385799245161e-09
закисать,1.0103317293896907e-08,1.4439854645331707e-08,1.1904327301692774e-08,1.777483582543482e-08,1.6999177177012825e-08,4.969750833083708e-09,2.4912804263976795e-08,1.8065501095065883e-08,1.09991766805706e-08,1.670943561293825e-08,9.430082492656311e-09,2.0201158079657944e-08,1.1062661009475505e-08,9.828913682952134e-09,1.349821943108509e-08,1.9621397839841848e-08,1.3268254051013173e-08,7.0095835802419515e-09
закиснуть,2.0206634587793815e-08,1.359045143090043e-08,1.9046924037979807e-08,2.181457148253685e-08,2.0862625405015933e-08,2.48487523890617e-08,3.388141323057425e-08,2.4517465391227233e-08,2.19983533611412e-08,3.898868428109381e-08,2.1217685386432095e-08,3.921401514617173e-08,1.9912789639420225e-08,2.0749929774410703e-08,1.5426536492668674e-08,4.148524368474682e-08,1.8575555316147074e-08,1.6647760503474274e-08
закладывать за воротник,1.6838861416346163e-09,8.494032144312769e-10,7.936218349158253e-10,1.6158941962274298e-09,0.0,0.0,1.9930244121724172e-09,0.0,7.33278415765426e-09,2.227924733588793e-09,9.430082492656311e-09,1.1883034556348093e-09,2.21253215748618e-09,5.4605076016400744e-09,5.784951184750753e-09,9.530393363377243e-09,1.1499153629301873e-08,8.761979586324742e-09
заклинивание,5.3042413128423505e-08,7.304867466473297e-08,8.253667260760267e-08,8.079471314204056e-08,6.026981225204509e-08,6.37784651758011e-08,4.5839563256322435e-08,3.87117857769681e-08,3.1775400088918104e-08,3.676075976954962e-08,3.4184047592589195e-08,4.2778925291031555e-08,1.6593991958302468e-08,1.4197319764264194e-08,2.8924755923753764e-08,3.307607343572272e-08,1.7691005993469844e-08,1.7523959172649484e-08
заклинивать,7.57748797042268e-09,9.343435358744046e-09,8.729839962029473e-09,3.2317883924548596e-09,7.726898232363055e-09,7.454626249625562e-09,1.0961634266948295e-08,3.871178932968178e-09,9.777045839598486e-09,4.455849467177586e-09,4.7150412463281555e-09,9.506427645078475e-09,9.956394819710113e-09,4.3684060813120595e-09,2.8924755923753764e-09,4.484891125144941e-09,4.422751498367461e-09,2.6285937870795806e-09
заклиниваться,5.051658646948454e-09,2.5482096432938306e-09,1.1110705244732344e-08,5.6556297423071555e-09,7.726898232363055e-09,4.1414587315102835e-09,4.982561030431043e-09,3.871178932968178e-09,7.33278415765426e-09,1.1139623667943965e-09,3.536281045768419e-09,2.3766069112696186e-09,5.5313305047377526e-09,1.0921015203280149e-09,3.8566341231671686e-09,1.681834227440504e-09,1.769100532733603e-09,4.380989793162371e-09
заклинить,2.1890519619205406e-08,1.6988064288625537e-08,1.9046924037979807e-08,2.423841216625533e-08,1.3135727172652878e-08,2.4020462063845116e-08,2.889885308832163e-08,1.4194322162097706e-08,1.9554091679196972e-08,4.0102644760509065e-08,3.7720329970625244e-08,2.733098014573443e-08,2.7656652079599553e-08,2.7302537120021952e-08,2.217564620821122e-08,5.045502504685828e-08,2.8305608523737646e-08,2.2781145858630225e-08
заклиниться,6.735544566538465e-09,3.3976128577251075e-09,7.142596736287032e-09,6.463576784909719e-09,8.499588588506413e-09,6.626334148052138e-09,8.968609854775877e-09,3.871178932968178e-09,1.2221307299498108e-09,5.56981172294968e-09,4.7150412463281555e-09,7.129820733808856e-09,4.42506431497236e-09,6.552609121968089e-09,4.820792653958961e-09,6.727336909762016e-09,5.307301709223111e-09,3.5047917901209757e-09
заключение,3.319108145660721e-05,3.308510349597782e-05,3.182582440786064e-05,3.275417475379072e-05,3.352624116814695e-05,3.36924240400549e-05,3.660488437162712e-05,3.735042264452204e-05,3.389090852579102e-05,3.366394230397418e-05,3.615022069425322e-05,3.751592885237187e-05,3.664727773866616e-05,3.7055004213470966e-05,3.660910078906454e-05,3.0105391488177702e-05,3.5335127904545516e-05,3.605116580729373e-05
заколоть,1.835435909924854e-07,1.6138660896558576e-07,1.809457756962729e-07,2.2056956083815749e-07,2.3026157691674598e-07,2.3689145223215746e-07,2.4514199026270944e-07,2.464650492584042e-07,3.03088427244802e-07,3.0188380151230376e-07,3.052989256957517e-07,2.4003730914046173e-07,2.9205423857092683e-07,2.413544279988855e-07,2.5935864300663525e-07,4.1317059640277876e-07,2.4590497105236864e-07,2.39202051943721e-07
закоротить,5.051658646948454e-09,3.3976128577251075e-09,3.968109396623731e-09,8.079471314204056e-09,6.954208764398118e-09,6.626334148052138e-09,4.982561030431043e-09,1.1613535910726114e-08,6.110653760771356e-09,1.670943561293825e-08,7.072562091536838e-09,4.753213822539237e-09,7.743862440179328e-09,1.2013116723608164e-08,7.713268246334337e-09,1.233345070517089e-08,7.076402130934412e-09,4.380989793162371e-09
закостенелость,1.4313032536961146e-08,1.7837468391235234e-08,3.730022513082076e-08,6.3827819474227e-08,3.786180258202876e-08,6.626333970416454e-08,3.487792810119572e-08,3.613100219013177e-08,2.0776221631990666e-08,2.0051322380254533e-08,3.182652719146972e-08,3.4460800435454075e-08,2.4337854398481795e-08,1.6381523693098643e-08,2.313980473900301e-08,2.5788123636516502e-08,2.1229206836892445e-08,2.7162135651792596e-08
закостенелый,2.6100234862269645e-08,1.868687071748809e-08,2.0634168151900667e-08,3.070199028343268e-08,2.5498765765519238e-08,2.81619207953554e-08,1.2954658679120712e-08,1.4194322162097706e-08,2.4442615043085425e-08,2.1165284636026627e-08,1.7681404784752885e-08,1.663624793479812e-08,1.1062661009475505e-08,2.1842030406560298e-08,1.5426536492668674e-08,1.681834227440504e-08,1.1499153629301873e-08,7.885781805327952e-09
закостенение,5.051658646948454e-09,5.096419286587661e-09,7.142596736287032e-09,7.271523827512283e-09,8.499588588506413e-09,8.282917463020567e-09,8.968609854775877e-09,2.193668002803406e-08,1.09991766805706e-08,1.113962344589936e-08,4.7150412463281555e-09,7.129820733808856e-09,9.956394819710113e-09,7.644710642296104e-09,2.8924755923753764e-09,6.727336909762016e-09,7.076402130934412e-09,4.380989793162371e-09
